Nov 2013    178000.0
Feb 2014    182000.0
May 2014    187000.0
Aug 2014    190000.0
Nov 2014    192000.0
Feb 2015    195000.0
May 2015    198000.0
Aug 2015    200000.0
Nov 2015    203000.0
Feb 2016    207000.0
May 2016    212000.0
Aug 2016    215000.0
Nov 2016    218000.0
Feb 2017    222000.0
May 2017    226000.0
Aug 2017    229000.0
Nov 2017    231000.0
Feb 2018    235000.0
May 2018    239000.0
Aug 2018    243000.0
Nov 2018    245000.0
Feb 2019    247000.0
May 2019    249000.0
Aug 2019    251000.0
Nov 2019    253000.0
Feb 2020    256000.0
May 2020    258000.0
Aug 2020    262000.0
Nov 2020    265000.0
Feb 2021    270000.0
May 2021    274000.0
Aug 2021    278000.0
Nov 2021    281000.0
Feb 2022    287000.0
May 2022    292000.0
Aug 2022    297000.0
Nov 2022    300000.0
Feb 2023    302000.0
May 2023    305000.0
Aug 2023    307000.0
Nov 2023    308000.0
Feb 2024    305000.0
May 2024    300000.0
Aug 2024    295000.0
Nov 2024    290000.0
Feb 2025    288000.0
May 2025    289000.0
Aug 2025    290000.0
Nov 2025    291000.0
